"playlist_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","decade","duration_sec"
"edm",0.724,0.8,11,-4.705,1,0.0537,0.00356,0,0.318,0.393,127.971,"2010s",198.765
"pop",0.645,0.792,3,-5.773,1,0.108,0.143,0,0.358,0.678,126.113,"2010s",173.81
"edm",0.573,0.794,7,-4.315,1,0.252,0.0901,0,0.277,0.425,128.004,"2010s",176.265
"pop",0.667,0.635,6,-5.924,1,0.0365,0.0534,0,0.0963,0.217,119.948,"2010s",192.089
"latin",0.553,0.69,5,-7.077,1,0.0624,0.267,0,0.102,0.576,102.097,"2010s",202.543
"pop",0.565,0.732,8,-4.354,1,0.0716,0.193,0,0.0948,0.265,114.901,"2010s",182.609
"edm",0.564,0.729,3,-4.897,1,0.0423,0.0283,2.17e-05,0.134,0.175,127.995,"2010s",183.76
"edm",0.406,0.681,6,-5.201,1,0.0521,0.552,0,0.112,0.343,90.498,"2010s",185.5
"edm",0.644,0.588,6,-7.196,1,0.0335,0.0549,0.000376,0.0932,0.277,102.033,"2010s",230.018
"edm",0.582,0.819,11,-4.564,1,0.0548,0.296,0.00054,0.222,0.302,125.819,"2010s",193.353
"edm",0.59,0.738,0,-4.806,0,0.0448,0.018,0.00022,0.316,0.116,128.027,"2010s",190.796
"rock",0.689,0.679,5,-6.735,1,0.0315,0.00028,3.38e-05,0.0986,0.43,136.988,"2010s",278.213
"pop",0.694,0.594,9,-6.914,0,0.0598,0.322,1.25e-06,0.108,0.499,139.946,"2010s",245.114
"edm",0.609,0.71,7,-6.252,1,0.0412,0.146,0.000129,0.138,0.525,74.987,"2010s",195.944
"pop",0.656,0.7,4,-7.176,0,0.0431,0.249,0,0.221,0.293,100.01,"2010s",197
"rock",0.369,0.921,7,-5.693,1,0.0791,0.0112,0.428,0.068,0.245,124.689,"2000s",280.195
"rock",0.359,0.964,1,-4.237,1,0.408,0.000439,0,0.131,0.303,159.978,"2010s",236.734
"rock",0.57,0.814,8,-4.592,1,0.0491,0.00144,3.22e-06,0.226,0.412,87.466,"2010s",239.262
"rock",0.512,0.943,2,-5.185,0,0.106,0.0138,0,0.261,0.485,163.128,"2000s",265.053
"rock",0.556,0.913,9,-3.885,1,0.0352,0.00264,0.00652,0.521,0.618,127.99,"2010s",249.96
"edm",0.78,0.873,3,-5.96,0,0.0431,0.041,0.902,0.188,0.734,124.002,"2010s",206.462
"pop",0.795,0.65,9,-5.357,0,0.0715,0.0201,4.12e-05,0.148,0.919,174.953,"2010s",169.253
"r&b",0.678,0.621,10,-4.803,0,0.102,0.297,9.73e-06,0.0827,0.499,122.969,"2010s",217.816
"rap",0.643,0.707,7,-4.05,1,0.407,0.0278,0,0.286,0.646,174.179,"2010s",236.016
"rock",0.651,0.627,2,-5.758,0,0.106,0.0497,2.97e-05,0.0989,0.52,64.96,"2010s",255
"pop",0.608,0.623,9,-7.84,1,0.146,0.0851,0,0.0888,0.671,91.689,"2010s",229.499
"r&b",0.762,0.671,2,-6.071,1,0.0301,0.0705,0,0.178,0.949,114.013,"2010s",213.12
"rock",0.589,0.768,9,-11.493,1,0.0417,0.104,0,0.0897,0.694,109.127,"1980s",216.693
"r&b",0.693,0.412,2,-11.337,0,0.029,0.115,0,0.0895,0.539,138.024,"2010s",214.227
"r&b",0.743,0.422,7,-11.887,0,0.0331,0.541,2.26e-06,0.149,0.69,111.933,"2010s",285.92
"r&b",0.667,0.574,2,-9.847,1,0.0315,0.205,0,0.122,0.882,139.911,"2010s",193.093
"pop",0.733,0.861,6,-5.445,1,0.13,0.00582,5e-05,0.0583,0.633,120.015,"2010s",228.879
"pop",0.683,0.658,5,-5.46,0,0.0293,0.0874,0.000487,0.133,0.507,96.99,"2010s",228.522
"r&b",0.754,0.504,5,-8.236,0,0.198,0.173,0,0.146,0.363,105.949,"2010s",230.519
"pop",0.769,0.546,0,-8.27,0,0.0387,0.645,0.000231,0.0948,0.603,120.22,"2010s",243.601
"pop",0.531,0.728,6,-4.985,0,0.063,0.0416,7.19e-06,0.135,0.418,104.978,"2010s",244.959
"pop",0.342,0.609,8,-5.68,1,0.0943,0.185,0.00052,0.0799,0.401,82.989,"2010s",261.595
"r&b",0.513,0.413,0,-7.151,1,0.0372,0.565,3.52e-06,0.124,0.246,139.649,"2010s",265.479
"r&b",0.417,0.475,9,-8.414,0,0.184,0.0688,0,0.095,0.338,84.334,"2010s",192.302
"r&b",0.808,0.381,7,-8.784,0,0.0335,0.633,0.9,0.315,0.14,95.041,"2010s",225.789
"rock",0.592,0.932,6,-4.491,0,0.0885,0.000295,7.59e-05,0.138,0.698,93.675,"2000s",175.027
"rock",0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,"2000s",232.8
"r&b",0.71,0.651,9,-5.028,0,0.0608,0.0172,3.39e-05,0.1,0.31,100.086,"2010s",206.448
"pop",0.726,0.727,9,-4.919,1,0.0969,0.363,0,0.231,0.815,77.543,"2010s",166.696
"rock",0.416,0.801,0,-4.453,1,0.0487,0.352,0,0.153,0.702,167.942,"2010s",176.951
"latin",0.71,0.563,7,-8.004,1,0.0403,0.125,0,0.196,0.427,101.931,"2010s",173.925
"edm",0.693,0.86,10,-3.526,1,0.0635,0.00353,0.0387,0.329,0.478,124.027,"2010s",164.516
"rap",0.873,0.8,8,-5.775,1,0.364,0.594,0,0.089,0.692,140.04,"2010s",167.262
"rap",0.942,0.788,1,-3.921,1,0.102,0.509,0.000323,0.12,0.292,139.987,"2010s",200.96
"rap",0.907,0.51,6,-7.918,1,0.398,0.209,0,0.111,0.447,141.992,"2010s",217.923
"rock",0.611,0.793,0,-7.538,1,0.0303,0.213,0,0.136,0.86,121.987,"1990s",188.8
"rock",0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,"1990s",229.587
"rap",0.409,0.931,7,-5.679,0,0.0454,0.000104,0.695,0.185,0.0531,139.93,"2010s",171.518
"r&b",0.843,0.773,6,-6.893,1,0.291,0.251,0,0.0899,0.417,90.039,"2010s",211.573
"r&b",0.759,0.536,3,-8.537,1,0.0429,0.0455,0,0.0313,0.842,90.073,"1990s",265.467
"r&b",0.8,0.53,7,-8.856,1,0.045,0.0524,0,0.0492,0.804,93.956,"1990s",297.76
"pop",0.693,0.805,8,-7.335,0,0.0507,0.00799,0.854,0.0669,0.0461,123.991,"2010s",222.581
"rock",0.42,0.961,4,-4.299,1,0.0904,5.76e-05,0.0236,0.287,0.477,165.056,"2010s",230
"rap",0.815,0.797,2,-6.304,1,0.186,0.0557,0,0.641,0.65,96.006,"1990s",292.84
"rap",0.691,0.875,10,-5.804,0,0.0737,0.0633,0,0.343,0.795,87.343,"1990s",299.667
"rap",0.681,0.803,7,-5.451,1,0.327,0.0357,0,0.107,0.547,180.138,"1990s",251.24
"rap",0.752,0.879,1,-4.606,1,0.24,0.225,0,0.13,0.687,88.014,"1990s",237.2
"pop",0.641,0.787,0,-4.271,1,0.0375,0.0268,0,0.11,0.916,93.01,"2010s",201.507
"pop",0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,"2010s",200.467
"rock",0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,"Pre-1980s",244.92
"latin",0.575,0.741,6,-2.904,1,0.0352,0.0826,0,0.0958,0.365,109.987,"2010s",183.171
"pop",0.619,0.735,7,-3.925,1,0.0445,0.017,1.78e-06,0.347,0.668,119.981,"2010s",169.157
"pop",0.654,0.787,4,-4.999,1,0.0502,0.00515,0,0.144,0.409,123.978,"2010s",164.49
"edm",0.738,0.851,0,-6.573,1,0.0391,0.00104,0.437,0.43,0.359,123.998,"2010s",275.806
"edm",0.643,0.864,1,-6.531,1,0.0299,3.59e-05,0.78,0.112,0.565,122.008,"2010s",175.372
"edm",0.628,0.751,10,-9.634,0,0.0396,0.000173,0.768,0.0622,0.507,124.002,"2010s",249.073
"pop",0.623,0.852,0,-6.004,1,0.0441,0.0124,0,0.129,0.789,108.007,"2010s",207.778
"pop",0.763,0.925,10,-3.073,0,0.104,0.0123,1.77e-06,0.0857,0.876,111.979,"2010s",165
"edm",0.634,0.87,11,-3.737,0,0.0354,0.0296,0.000169,0.25,0.273,123.049,"2010s",208.781
"edm",0.654,0.644,11,-5.573,0,0.0356,0.0169,0.00157,0.0909,0.328,123.884,"2010s",209.032
"latin",0.668,0.612,8,-6.664,1,0.0598,0.501,0.000111,0.116,0.492,115.006,"2010s",184.152
"edm",0.618,0.884,1,-3.649,0,0.0351,0.00575,0.0427,0.075,0.131,120.979,"2010s",177.583
"rap",0.902,0.524,8,-8.394,1,0.109,0.00177,1.33e-05,0.0854,0.553,92.986,"1990s",219.2
"rap",0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,"1990s",214.947
"rap",0.827,0.676,7,-9.735,1,0.262,0.0257,4.8e-06,0.079,0.792,97.835,"1990s",182.16
"rap",0.904,0.606,1,-6.122,1,0.286,0.296,0.000197,0.236,0.211,100.195,"1990s",219.107
"rap",0.827,0.619,1,-10.173,0,0.11,0.00365,0.011,0.337,0.73,111.083,"1990s",216.32
"pop",0.573,0.406,10,-8.788,1,0.0446,0.527,0,0.117,0.213,161.829,"2010s",183.089
"r&b",0.723,0.546,1,-9.75,0,0.0302,0.083,0,0.28,0.591,94.645,"1980s",285.947
"latin",0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.184,"2000s",277
"r&b",0.484,0.528,0,-6.951,1,0.0424,0.398,2.57e-05,0.107,0.408,109.361,"2010s",222.427
"rock",0.56,0.728,6,-4.132,1,0.0361,0.0622,2.14e-06,0.131,0.78,82.122,"2010s",223.12
"edm",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,"2010s",241.693
"pop",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,"2010s",241.688
"rap",0.938,0.567,1,-9.18,1,0.278,0.47,0,0.0951,0.702,140.098,"2010s",168.004
"rap",0.934,0.402,7,-10.843,1,0.294,0.306,1.97e-05,0.0931,0.306,99.954,"2010s",215.523
"rap",0.898,0.499,1,-12.143,1,0.379,0.423,0,0.106,0.621,88.218,"2010s",199.886
"latin",0.733,0.86,1,-3.85,0,0.12,0.102,2.76e-05,0.116,0.599,107.865,"2010s",206.389
"rock",0.6,0.384,7,-6.344,0,0.036,0.00352,8.12e-05,0.0861,0.362,137.955,"2010s",212.6
"rock",0.606,0.71,3,-8.441,1,0.0739,0.328,0,0.115,0.795,106.918,"2010s",186.707
"rap",0.723,0.644,11,-6.863,0,0.222,0.00308,0,0.352,0.645,144.09,"2000s",261.027
"rock",0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873,"1980s",245.467
"rock",0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,"2000s",234.333
"edm",0.886,0.861,1,-4.012,1,0.128,0.0176,0.000631,0.335,0.751,125.997,"2010s",224.816
"edm",0.873,0.867,2,-5.392,1,0.144,0.0259,0.0622,0.461,0.641,126.054,"2010s",179.406
"edm",0.742,0.794,11,-3.367,0,0.0428,0.00439,4.11e-05,0.0683,0.5,126.032,"2010s",252.857
"edm",0.635,0.673,0,-5.706,0,0.139,0.025,6.59e-06,0.26,0.374,127.865,"2010s",165
"edm",0.878,0.743,10,-5.764,1,0.304,0.1,0.612,0.58,0.117,128.02,"2010s",240
"edm",0.625,0.839,11,-4.374,1,0.0379,0.122,0,0.193,0.459,142.058,"2010s",195
"r&b",0.412,0.815,11,-8.788,0,0.161,0.524,7.97e-05,0.991,0.43,127.035,"2010s",278.854
"r&b",0.768,0.535,10,-4.489,0,0.0534,0.0569,0,0.0902,0.239,138.086,"2010s",228.431
"rap",0.817,0.516,5,-9.359,1,0.193,0.468,0,0.153,0.435,130.043,"2010s",213.447
"rap",0.813,0.57,1,-7.709,1,0.139,0.39,0,0.0987,0.215,139.996,"2010s",203.546
"pop",0.484,0.875,4,-5.237,1,0.0541,0.00154,9.64e-05,0.169,0.724,150.021,"2010s",184.436
"latin",0.421,0.476,0,-7.692,1,0.0298,0.268,0,0.0816,0.3,169.784,"2010s",228.84
"pop",0.553,0.851,3,-4.731,1,0.0415,0.00342,0.045,0.244,0.723,147.989,"2010s",207.88
"pop",0.567,0.83,0,-5.655,1,0.0281,9.6e-05,0.248,0.394,0.158,93.996,"2010s",205.587
"pop",0.629,0.603,1,-10.903,1,0.0444,0.0132,0.000115,0.0765,0.396,119.986,"2010s",252
"r&b",0.728,0.473,10,-11.136,0,0.066,0.162,0.0345,0.283,0.414,84.001,"2010s",194.98
"rap",0.709,0.744,11,-5.905,0,0.134,0.0119,0,0.0609,0.508,145.112,"2000s",281.48
"edm",0.453,0.724,8,-4.866,1,0.0471,0.298,0,0.252,0.0776,128.002,"2010s",193.125
"edm",0.637,0.847,10,-4.814,0,0.0657,0.00471,0.906,0.125,0.0922,129.901,"2010s",173.341
"edm",0.422,0.529,10,-6.477,1,0.0385,0.0169,0,0.172,0.322,125.602,"2010s",200.625
"rap",0.673,0.652,7,-4.971,1,0.0386,0.00643,0.888,0.0925,0.607,88.071,"2010s",184.119
"pop",0.667,0.921,9,-4.142,0,0.073,0.00566,0.00696,0.151,0.659,103.005,"2010s",190.093
"pop",0.681,0.721,6,-6.462,1,0.0808,0.0217,3.46e-06,0.0938,0.381,94.028,"2010s",206.809
"rap",0.669,0.2,5,-16.88,0,0.197,0.934,0.901,0.138,0.506,166.25,"2010s",177.854
"rock",0.626,0.837,8,-7.259,1,0.0573,0.000423,0,0.183,0.526,128.054,"2010s",220.76
"pop",0.692,0.819,7,-5.882,1,0.0417,0.0181,0.00372,0.143,0.657,115.004,"2010s",204.59
"rock",0.426,0.959,0,-4.95,1,0.0525,5.36e-05,6.54e-06,0.707,0.372,155.01,"2010s",242.68
"rock",0.505,0.964,7,-3.673,1,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021,"2010s",229.773
"rap",0.72,0.673,4,-5.886,0,0.215,0.286,0,0.117,0.222,140.171,"2010s",207.429
"rap",0.679,0.581,9,-6.904,1,0.111,0.0816,0,0.123,0.484,144.082,"2010s",279.6
"latin",0.761,0.829,0,-3.203,0,0.0681,0.167,0,0.189,0.813,92.033,"2010s",252.003
"latin",0.761,0.829,0,-3.203,0,0.0681,0.167,0,0.189,0.813,92.033,"2010s",252.003
"latin",0.761,0.829,0,-3.203,0,0.0681,0.167,0,0.189,0.813,92.033,"2010s",252.003
"latin",0.506,0.793,2,-4.731,0,0.328,0.662,4.26e-06,0.123,0.657,97.831,"2010s",167.4
"r&b",0.576,0.336,9,-15.593,0,0.171,0.19,0.000723,0.0872,0.334,86.32,"2010s",212.087
"pop",0.705,0.858,7,-3.374,1,0.0627,0.112,0,0.298,0.536,106.019,"2010s",230.943
"rock",0.523,0.802,2,-8.295,1,0.0406,0.000173,0,0.26,0.587,145.352,"Pre-1980s",228.72
"pop",0.816,0.679,7,-7.551,1,0.0436,0.239,0,0.209,0.717,118.017,"2010s",176.853
"latin",0.648,0.888,5,-4.668,0,0.0578,0.289,0,0.127,0.767,103.98,"2010s",207.115
"rap",0.713,0.632,1,-7.685,1,0.105,0.0589,1.44e-06,0.105,0.373,170.009,"2010s",181.29
"r&b",0.654,0.292,2,-12.977,1,0.474,0.0962,0.0031,0.106,0.103,153.547,"2010s",252.095
"edm",0.836,0.699,11,-7.273,0,0.269,0.0124,2.49e-06,0.0405,0.187,128.02,"2010s",171.538
"edm",0.829,0.688,2,-7.955,1,0.0473,0.00257,0.101,0.303,0.273,126.011,"2010s",190
"edm",0.621,0.943,7,-2.972,1,0.054,0.00258,0.859,0.0387,0.296,127.99,"2010s",272.483
"rap",0.528,0.617,8,-6.123,1,0.0657,0.202,0.153,0.146,0.0356,119.047,"2010s",199.664
"rap",0.299,0.381,3,-6.951,0,0.038,0.445,0.0023,0.0932,0.0392,136.462,"2010s",234
"pop",0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,"2010s",291.785
"latin",0.613,0.9,2,-5.515,1,0.0422,0.575,0,0.158,0.868,178.03,"2010s",245.04
"rap",0.83,0.859,7,-9.213,1,0.124,0.000971,0,0.214,0.654,109.321,"1990s",283.307
"rap",0.934,0.735,1,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768,101.368,"1990s",273.107
"rap",0.606,0.789,1,-3.865,1,0.0817,0.00213,6.12e-06,0.501,0.844,167.977,"2000s",190.533
"rap",0.764,0.803,10,-8.697,0,0.164,0.00246,0.0184,0.386,0.423,92.063,"1990s",231
"rap",0.598,0.835,2,-7.28,1,0.338,0.0674,0,0.725,0.601,178.683,"2000s",278.307
"rap",0.897,0.631,10,-6.245,0,0.28,0.111,0,0.383,0.685,91.388,"2000s",231.467
"rap",0.902,0.612,10,-6.217,0,0.283,0.135,0,0.374,0.681,91.386,"2000s",232.533
"rap",0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,"1990s",260
"rap",0.825,0.876,10,-3.2,0,0.202,0.00227,0,0.126,0.539,91.8,"2000s",274.667
"rap",0.741,0.849,8,-4.407,1,0.242,0.021,0.00449,0.104,0.485,85.96,"2000s",226.52
"rap",0.857,0.721,10,-12.702,0,0.341,0.118,0,0.178,0.594,109.806,"1990s",193.2
"rap",0.825,0.914,9,-3.938,1,0.246,0.0535,0,0.255,0.782,106.242,"2010s",168.333
"rap",0.755,0.604,1,-5.436,1,0.417,0.382,0,0.125,0.663,98.458,"2000s",224.107
"rap",0.948,0.863,1,-4.361,0,0.17,0.000924,0,0.0565,0.872,99.902,"2000s",259.333
"rap",0.743,0.652,10,-6.269,0,0.0342,0.0231,0.00388,0.0851,0.544,92.876,"2000s",232.787
"rap",0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,"1990s",232.773
"pop",0.763,0.713,2,-8.9,0,0.0311,0.128,0.000623,0.145,0.668,132.993,"1990s",260.973
"rock",0.36,0.925,6,-3.775,0,0.0719,0.000838,0,0.115,0.446,175.088,"2010s",184.227
"rock",0.476,0.99,6,-2.24,1,0.133,0.000361,3.25e-06,0.409,0.406,130.97,"2010s",177.853
"pop",0.736,0.465,4,-17.329,0,0.0456,0.155,0.142,0.0868,0.767,135.568,"2010s",256.893
"rap",0.718,0.717,3,-7.292,0,0.236,0.132,1.39e-05,0.132,0.744,156.079,"2010s",163.94
"rap",0.596,0.655,1,-7.176,1,0.39,0.035,0,0.152,0.742,128.004,"2010s",192.578
"latin",0.722,0.724,8,-4.218,1,0.0343,0.0147,0,0.0709,0.377,105.007,"2010s",185.143
"rap",0.853,0.634,8,-6.222,1,0.414,0.367,0.000724,0.104,0.76,91.99,"2010s",213.913
"edm",0.591,0.864,4,-2.04,1,0.155,0.0386,0,0.139,0.302,128.073,"2010s",206.25
"edm",0.444,0.949,8,-4.815,0,0.131,0.00145,0.867,0.347,0.182,128.159,"2010s",239.68
"latin",0.854,0.529,10,-7.454,0,0.0541,0.176,0.00474,0.0765,0.831,106.998,"2010s",218.754
"latin",0.568,0.725,1,-7.395,1,0.159,0.311,9.2e-06,0.113,0.715,95.599,"2010s",167.26
"r&b",0.824,0.708,10,-6.037,0,0.0712,0.00223,0,0.0902,0.767,101.854,"1990s",228.159
"pop",0.526,0.489,5,-6.869,0,0.0321,0.548,0,0.132,0.35,136.807,"2010s",224.027
"pop",0.541,0.485,8,-6.85,1,0.031,0.558,0,0.12,0.369,136.956,"2010s",223.84
"edm",0.715,0.871,1,-5.93,1,0.0374,0.00209,0.521,0.324,0.323,124.006,"2010s",232.508
"pop",0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,"2010s",209.423
"pop",0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,"2010s",199.938
"rock",0.409,0.575,2,-6.876,0,0.0301,0.794,0.246,0.22,0.21,96.102,"2010s",234.561
"rock",0.37,0.959,3,-4.209,1,0.0983,0.000962,0,0.313,0.567,117.221,"2010s",229.733
"rock",0.418,0.571,3,-9.139,1,0.0367,0.0398,0.487,0.106,0.516,189.957,"2010s",259.113
"rock",0.59,0.851,4,-11.754,1,0.0297,0.0174,0.0975,0.154,0.968,146.213,"1980s",218.307
"rock",0.5,0.846,0,-8.098,1,0.0457,0.0797,0,0.241,0.738,134.937,"Pre-1980s",284.067
"rock",0.552,0.399,9,-8.455,0,0.0477,0.417,0.571,0.47,0.433,114.652,"2010s",195.696
"pop",0.321,0.405,8,-8.459,1,0.0376,0.88,0.000174,0.105,0.221,97.272,"2010s",194.533
"pop",0.394,0.331,10,-11.762,1,0.0802,0.29,1.35e-05,0.109,0.154,106.532,"2010s",197.708
"pop",0.76,0.672,9,-5.277,0,0.0732,0.465,0,0.205,0.505,127.986,"2010s",193.734
"latin",0.807,0.696,11,-8.881,0,0.0494,0.0209,0.875,0.0648,0.487,117.962,"2010s",182.058
"r&b",0.306,0.606,7,-4.681,1,0.03,0.0876,0,0.146,0.166,159.848,"2010s",219.736
"r&b",0.329,0.796,2,-3.429,0,0.0538,0.13,0,0.156,0.381,143.988,"2010s",196.601
"edm",0.522,0.963,5,-3.061,0,0.241,0.0235,0.305,0.0964,0.26,90.147,"2010s",226.479
"latin",0.677,0.221,6,-13.398,0,0.0461,0.754,0.000192,0.115,0.518,96.038,"2010s",196.985
"latin",0.758,0.957,9,-3.517,0,0.0879,0.0428,0.000503,0.0578,0.871,125.009,"2010s",216.81
"latin",0.826,0.949,6,-7.18,0,0.064,0.0242,1.33e-05,0.0191,0.928,133.456,"1990s",263.493
"latin",0.956,0.48,1,-7.474,1,0.269,0.135,0,0.104,0.849,126.935,"2010s",181.658
"pop",0.79,0.81,9,-3.452,1,0.0612,0.0137,0,0.0755,0.607,120.092,"2010s",188.2
"edm",0.732,0.8,2,-3.134,1,0.0665,0.0207,0.148,0.0835,0.491,124.002,"2010s",182.908
"pop",0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,"2010s",212.28
"rap",0.589,0.826,0,-4.577,0,0.0776,0.0663,0.000735,0.367,0.215,117.099,"2010s",240.508
"edm",0.582,0.681,5,-6.138,1,0.0458,0.342,0,0.186,0.273,95.995,"2010s",230
"edm",0.376,0.723,7,-2.951,1,0.046,0.178,0,0.0815,0.167,84.146,"2010s",242.012
"rap",0.6,0.76,5,-4.964,1,0.262,0.0842,0.000125,0.237,0.421,129.896,"2010s",227.087
"edm",0.41,0.711,4,-3.064,1,0.0432,0.373,0.00179,0.139,0.266,159.837,"2010s",245.25
"edm",0.68,0.618,7,-5.469,1,0.0981,0.293,0,0.252,0.367,96.104,"2010s",215.874
"pop",0.643,0.594,2,-5.453,1,0.0318,0.0128,0,0.118,0.442,144.033,"2010s",216.668
"pop",0.563,0.81,2,-2.921,1,0.0522,0.00522,0,0.0846,0.495,129.975,"2010s",247.385
"pop",0.506,0.744,9,-3.605,1,0.042,0.0463,6.62e-06,0.52,0.396,76.056,"2010s",235.263
"pop",0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036,"2010s",220.73
"rap",0.536,0.782,7,-4.139,0,0.0485,0.039,3.64e-05,0.0691,0.405,154.93,"2010s",204.778
"edm",0.5,0.82,7,-4.024,0,0.0644,0.0629,0.000372,0.598,0.294,147.946,"2010s",204
"edm",0.673,0.616,8,-5.906,1,0.0482,0.101,0.00653,0.0966,0.327,135.048,"2010s",200
"edm",0.285,0.694,11,-3.358,1,0.0482,0.511,0.000128,0.374,0.163,170.124,"2010s",221.294
"edm",0.62,0.731,7,-5.881,0,0.03,0.00409,0.751,0.11,0.107,123.994,"2010s",184
"edm",0.391,0.527,9,-8.938,1,0.0516,0.47,2.24e-05,0.123,0.518,148.643,"2010s",182.787
"pop",0.699,0.498,9,-7.72,1,0.0359,0.00462,0.00019,0.312,0.359,115.983,"2010s",242.627
"pop",0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,"2010s",260.773
"latin",0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,"2010s",204.347
"r&b",0.627,0.527,1,-7.012,0,0.0294,0.0219,0,0.16,0.293,119.995,"2010s",219.435
"pop",0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,"2010s",175.2
"latin",0.438,0.361,10,-7.757,1,0.038,0.34,0,0.101,0.309,179.089,"2010s",187.507
"latin",0.578,0.506,1,-9.114,1,0.28,0.0898,0.000222,0.155,0.575,116.951,"2010s",190.28
"latin",0.496,0.545,7,-7.835,1,0.0444,0.534,5e-05,0.693,0.356,117.266,"2010s",228.341
"pop",0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,"2010s",237.987
"latin",0.525,0.497,8,-7.913,1,0.0285,0.108,0,0.095,0.394,101.868,"2010s",249.88
"latin",0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,"2010s",189.84
"edm",0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,"2010s",186.813
"latin",0.513,0.554,6,-6.859,1,0.039,0.0815,0,0.424,0.381,138.957,"2010s",270.16
"edm",0.344,0.73,8,-6.582,1,0.0486,0.0125,0.00039,0.0966,0.0769,93.702,"2010s",231.72
"latin",0.447,0.388,11,-6.993,1,0.0301,0.928,0.000559,0.109,0.21,95.46,"2010s",261.72
"pop",0.733,0.777,11,-7.076,0,0.0347,0.436,0.0716,0.102,0.583,119.996,"2010s",190.999
"latin",0.681,0.733,11,-5.352,1,0.0668,0.265,0,0.714,0.411,111.058,"2010s",212.81
"pop",0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,"2010s",187.147
"pop",0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,"2010s",170.067
"pop",0.672,0.655,10,-5.021,0,0.0311,0.0362,0,0.117,0.556,134.945,"2010s",201.24
"rock",0.493,0.515,9,-6.551,1,0.0232,0.468,1.27e-05,0.0873,0.334,79.987,"2000s",243.653
"edm",0.706,0.39,10,-16.294,0,0.0463,0.0513,0.874,0.0941,0.563,128.02,"2010s",247.5
"latin",0.679,0.787,5,-5.669,0,0.0863,0.125,0,0.116,0.598,100.012,"2010s",213.6
"edm",0.778,0.932,11,-4.516,0,0.161,0.0215,0.141,0.299,0.299,140.012,"2010s",231.379
"rock",0.521,0.984,10,-4.957,0,0.0817,6.68e-05,0.018,0.333,0.465,132.039,"2010s",258.773
"rock",0.522,0.971,6,-4.59,1,0.109,4.8e-05,0.0534,0.054,0.195,114.992,"2010s",223.72
"rock",0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,"2000s",295.227
"rock",0.49,0.972,10,-4.518,0,0.111,0.000188,0.0299,0.368,0.376,95.012,"2010s",238.491
"rock",0.465,0.96,6,-3.888,1,0.0792,0.00023,0,0.129,0.43,132.014,"2010s",255.773
"rock",0.534,0.95,9,-2.712,0,0.161,0.012,1.91e-06,0.413,0.527,140.071,"2010s",207.587
"rock",0.604,0.883,11,-3.821,0,0.047,0.0254,0,0.0813,0.544,90.001,"2010s",245.533
"edm",0.601,0.813,9,-5.233,0,0.0624,0.0105,0,0.125,0.384,127.18,"2010s",183.307
"pop",0.704,0.719,3,-4.05,1,0.0343,0.42,0,0.18,0.33,103.018,"2010s",171.344
"latin",0.722,0.787,0,-4.013,1,0.0734,0.0785,6.46e-06,0.124,0.852,92.022,"2010s",210.286
"rock",0.419,0.861,1,-4.12,0,0.0456,0.00945,0,0.0682,0.374,77.459,"2010s",236.129
