"playlist_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","decade","duration_sec"
"pop",0.584,0.685,7,-7.811,1,0.425,0.0304,0,0.189,0.345,97.551,"2010s",226.321
"edm",0.648,0.741,7,-6.655,1,0.313,0.00351,0,0.0932,0.238,106.001,"2010s",246.322
"pop",0.613,0.842,10,-4.332,0,0.219,0.0157,0,0.23,0.645,169.917,"2010s",238.726
"rap",0.548,0.73,1,-7.156,1,0.292,0.626,0,0.196,0.822,86.746,"2000s",264.507
"rap",0.773,0.79,11,-5.187,0,0.257,0.369,0.0302,0.461,0.85,101.865,"2000s",189.4
"rock",0.444,0.859,8,-4.422,1,0.0299,0.0104,0.000543,0.0864,0.626,72.491,"2010s",208.257
"rock",0.665,0.959,2,-3.162,1,0.0725,0.00925,0.0612,0.292,0.522,119.995,"2010s",232.067
"rap",0.761,0.657,11,-4.289,1,0.124,0.183,1.39e-05,0.14,0.59,144.989,"2010s",201.267
"r&b",0.759,0.607,0,-6.911,0,0.18,0.0734,8.39e-06,0.31,0.766,154.974,"2010s",171.459
"rap",0.879,0.42,11,-8.887,0,0.389,0.414,0,0.0812,0.362,99.01,"2010s",193.939
"r&b",0.586,0.747,9,-4.857,0,0.114,0.415,0,0.207,0.774,119.924,"2010s",205.4
"r&b",0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,"1990s",256.653
"r&b",0.598,0.862,6,-4.738,1,0.099,0.00251,0,0.305,0.366,117.054,"2010s",176.41
"rock",0.254,0.349,10,-13.283,1,0.0302,0.791,0.326,0.0971,0.125,75.521,"Pre-1980s",224.2
"latin",0.866,0.557,7,-6.683,0,0.145,0.238,0.000136,0.0691,0.598,109.043,"2010s",200.225
"pop",0.542,0.847,0,-4.966,1,0.0565,0.0724,0.00775,0.0827,0.292,128.011,"2010s",283.065
"rock",0.459,0.903,5,-4.649,0,0.0673,0.00877,0,0.168,0.364,76.185,"2010s",223.655
"rock",0.439,0.987,5,-3.576,1,0.22,0.00156,1.55e-05,0.424,0.378,163.393,"2010s",188.867
"rock",0.452,0.604,2,-8.239,0,0.0315,0.0146,0.00763,0.18,0.556,106.045,"2010s",233.547
"edm",0.537,0.811,11,-3.919,1,0.0497,0.000309,1.04e-05,0.373,0.305,127.924,"2010s",166.452
"pop",0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,"2010s",172.8
"pop",0.648,0.727,0,-3.791,1,0.142,0.229,0,0.17,0.689,160.024,"2010s",175.067
"rap",0.604,0.818,9,-6.166,1,0.312,0.369,0,0.0565,0.651,176.181,"1990s",272.8
"rap",0.704,0.803,7,-4.77,1,0.351,0.165,0,0.54,0.529,124.087,"2000s",233.84
"latin",0.397,0.482,8,-8.79,1,0.0404,0.206,0.000502,0.113,0.146,157.699,"2010s",248.999
"latin",0.502,0.437,0,-17.997,1,0.0482,0.318,0.106,0.0916,0.407,123.913,"2010s",236.129
"pop",0.503,0.438,0,-17.995,1,0.0485,0.318,0.111,0.0913,0.409,123.824,"2010s",236.129
"latin",0.486,0.854,0,-4.859,1,0.0569,0.0739,1.07e-05,0.358,0.469,123.942,"2010s",208.548
"pop",0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,"2010s",241.875
"r&b",0.69,0.666,0,-4.908,0,0.0698,0.529,0,0.215,0.325,142.938,"2010s",228.389
"latin",0.739,0.852,2,-7.323,0,0.0453,0.51,0.123,0.157,0.903,102.014,"2010s",197.559
"r&b",0.785,0.777,7,-6.211,1,0.248,0.0697,0,0.155,0.396,96.88,"2010s",211.832
"r&b",0.816,0.781,1,-4.237,0,0.0425,0.692,0.00935,0.0835,0.937,99.95,"2010s",185.899
"r&b",0.503,0.592,5,-5.923,0,0.444,0.0181,0.00014,0.169,0.344,201.85,"2010s",231.618
"rock",0.331,0.97,8,-3.944,1,0.169,2.28e-05,0.000364,0.704,0.355,165.267,"2010s",238.206
"rock",0.463,0.396,7,-10.128,1,0.0304,0.0243,7.23e-05,0.173,0.365,80.753,"Pre-1980s",272.293
"rock",0.421,0.335,5,-11.384,1,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,"1990s",266.493
"rap",0.773,0.792,1,-5.13,1,0.157,0.139,0,0.209,0.501,95.044,"2010s",179.107
"rap",0.796,0.587,10,-5.365,0,0.0813,0.0132,0,0.096,0.215,93.014,"2010s",187.227
"rap",0.896,0.636,11,-5.919,1,0.317,0.023,0,0.126,0.381,92.973,"2010s",176.733
"latin",0.592,0.896,6,-5.406,1,0.0818,0.0347,0,0.312,0.781,125.988,"2010s",226.952
"latin",0.861,0.926,3,-4.065,0,0.129,0.134,0,0.12,0.811,122.007,"2010s",180.5
"edm",0.441,0.936,8,-2.722,1,0.102,0.0209,0.649,0.081,0.288,124.986,"2010s",165.1
"edm",0.547,0.897,8,-3.996,0,0.0461,0.0518,0.881,0.122,0.183,125.061,"2010s",172.8
"latin",0.822,0.893,7,-3.507,0,0.0655,0.491,0.0581,0.126,0.767,80.025,"2010s",170.998
"rap",0.904,0.56,8,-6.808,0,0.0746,0.158,0.0072,0.106,0.266,133.026,"2010s",205.019
"pop",0.652,0.837,1,-3.104,0,0.0723,0.0976,0,0.0844,0.562,108.042,"2010s",190.903
"rock",0.532,0.718,8,-7.58,1,0.0422,0.014,0,0.0781,0.439,99.962,"2010s",239.375
"edm",0.756,0.567,11,-8.244,0,0.0487,0.00173,0.0855,0.069,0.626,121.999,"2010s",245.501
"latin",0.478,0.506,9,-8.35,1,0.0292,0.461,0,0.0857,0.37,136.058,"2010s",198.677
"edm",0.762,0.837,5,-5.468,1,0.0495,0.00732,9.45e-05,0.174,0.552,121.99,"2010s",233.3
"pop",0.52,0.588,4,-5.718,1,0.0499,0.0811,0.000264,0.128,0.539,170.019,"2000s",222.96
"edm",0.902,0.697,8,-7.501,0,0.0838,0.141,0.000158,0.313,0.683,122.026,"2010s",189.165
"edm",0.891,0.794,3,-3.44,0,0.0526,0.383,0.000199,0.081,0.729,122,"2010s",181.475
"rap",0.788,0.889,11,-2.845,1,0.0547,0.0669,1.76e-06,0.244,0.797,142.959,"2010s",203.811
"rap",0.654,0.817,10,-4.832,0,0.313,0.0228,0,0.216,0.86,174.055,"2010s",272.342
"rap",0.656,0.499,10,-11.958,0,0.103,0.323,0,0.374,0.408,91.924,"2010s",180.003
"rap",0.816,0.813,8,-3.124,1,0.361,0.448,0,0.153,0.79,171.816,"2010s",228.092
"rap",0.563,0.523,10,-7.064,0,0.338,0.0931,2.52e-05,0.0505,0.436,179.512,"1990s",193.733
"rap",0.843,0.676,9,-4.746,1,0.271,0.00535,0,0.0727,0.546,90.968,"2000s",221.733
"rap",0.819,0.835,6,-3.788,0,0.263,0.0485,0,0.278,0.53,90.992,"2000s",225.653
"rap",0.633,0.719,2,-8.625,0,0.467,0.445,0,0.0462,0.719,91.906,"1990s",171.707
"rap",0.704,0.462,6,-7.93,0,0.201,0.00033,0.00206,0.0654,0.529,79.118,"1990s",235.267
"pop",0.561,0.789,6,-9.134,1,0.0952,0.00217,0.446,0.194,0.796,112.815,"2010s",243.8
"rap",0.801,0.723,7,-5.595,0,0.0456,0.242,0,0.106,0.599,123.994,"2010s",244.972
"latin",0.825,0.771,1,-4.116,1,0.0804,0.0167,2.04e-06,0.0901,0.718,102.927,"2010s",173.366
"latin",0.672,0.684,9,-5.682,0,0.316,0.125,0.0261,0.183,0.62,75.233,"2010s",182.816
"latin",0.801,0.756,4,-4.142,0,0.105,0.105,0.00187,0.303,0.723,89.981,"2010s",186.484
"r&b",0.67,0.318,2,-12.938,1,0.298,0.859,0.00198,0.106,0.304,85.806,"2010s",193.11
"rap",0.825,0.669,11,-3.806,1,0.0348,0.419,8.58e-06,0.205,0.796,135.044,"2010s",189.357
"rap",0.776,0.587,8,-7.004,0,0.0604,0.424,1.04e-06,0.201,0.652,140.029,"2010s",216.917
"pop",0.604,0.482,7,-11.862,1,0.0247,0.782,0.883,0.121,0.217,81.968,"2010s",179.25
"r&b",0.955,0.736,9,-3.118,1,0.0669,0.212,3.12e-05,0.0976,0.711,129.967,"2010s",192.794
"rap",0.686,0.695,10,-6.087,0,0.174,0.44,6.37e-06,0.314,0.541,140.25,"2010s",178.264
"latin",0.683,0.838,2,-9.433,1,0.0358,0.0355,0.00157,0.0627,0.874,115.879,"2010s",255.333
"latin",0.716,0.552,9,-8.316,1,0.0347,0.4,0,0.232,0.785,108.045,"2000s",237.336
"edm",0.626,0.665,7,-7.279,0,0.0283,0.81,0.0229,0.119,0.803,158.179,"2010s",202.998
"latin",0.397,0.575,5,-8.509,1,0.0407,0.0222,7.02e-05,0.197,0.247,220.252,"2010s",271.789
"edm",0.766,0.81,0,-8.832,1,0.0355,0.125,0.000436,0.201,0.793,129.653,"2010s",196.125
"latin",0.614,0.672,7,-8.095,1,0.0291,0.0287,0.00526,0.253,0.579,144.948,"2010s",244.181
"edm",0.767,0.609,5,-6.947,0,0.0485,0.0233,0,0.114,0.742,140.061,"2010s",242.219
"rap",0.689,0.659,9,-6.731,0,0.438,0.465,0,0.0928,0.669,129.967,"2010s",214.154
"pop",0.63,0.37,1,-16.921,0,0.0642,0.721,0.722,0.203,0.158,130.045,"2010s",212.481
"pop",0.826,0.663,9,-5.777,0,0.067,0.246,0.000139,0.0421,0.214,122.019,"2010s",281.639
"latin",0.853,0.809,4,-4.094,0,0.0427,0.171,0,0.156,0.959,140.045,"2010s",215.32
"rock",0.791,0.759,9,-5.67,1,0.037,0.0823,4.44e-05,0.0993,0.917,124.725,"1990s",214.88
"rock",0.583,0.732,9,-6.18,0,0.0271,0.0108,0.0136,0.238,0.446,149.988,"2000s",267.6
"rock",0.447,0.765,6,-5.001,1,0.0433,0.0146,0,0.075,0.365,169.853,"2000s",205.573
"rock",0.635,0.914,0,-5.631,1,0.111,0.0597,0,0.601,0.922,156.014,"2000s",175.493
"rock",0.635,0.675,2,-3.445,1,0.0263,0.0801,0,0.0831,0.273,113.946,"2010s",208.76
"pop",0.549,0.789,5,-6.071,1,0.0313,0.0178,6.68e-05,0.059,0.715,136.125,"2010s",214.387
"pop",0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,"2010s",225.973
"rock",0.487,0.553,6,-11.197,0,0.0425,0.209,2.81e-05,0.0992,0.699,126.043,"1990s",288.6
"rock",0.55,0.926,9,-5.343,1,0.0535,0.21,0.000205,0.567,0.414,109.797,"1980s",193.76
"rock",0.655,0.495,9,-13.391,1,0.0311,0.393,0.00819,0.12,0.196,119.669,"1990s",287.027
"rock",0.616,0.766,5,-11.095,1,0.0321,0.0268,1.05e-06,0.329,0.883,105.764,"1990s",294.267
"rock",0.545,0.916,0,-9.175,1,0.0442,0.00308,0.000138,0.0494,0.653,130.16,"1990s",273.44
"rock",0.666,0.187,1,-18.557,0,0.0368,0.67,0.0645,0.0873,0.179,123.876,"1990s",210.893
"rock",0.577,0.843,5,-5.833,1,0.0332,0.25,5.93e-05,0.0509,0.527,124.94,"1980s",263.333
"rock",0.375,0.618,0,-11.751,1,0.0455,0.193,0.00109,0.317,0.152,192.409,"1990s",259.4
"rock",0.576,0.708,7,-10.319,1,0.0401,0.0729,0.000581,0.0756,0.718,140.703,"1990s",219.267
"rock",0.687,0.345,9,-14.115,1,0.0507,0.223,0.000113,0.0763,0.284,81.735,"1990s",224.84
"rock",0.425,0.479,2,-12.22,1,0.0419,0.44,0.000109,0.378,0.279,123.217,"1990s",215.867
"rock",0.368,0.592,7,-11.042,1,0.0331,0.574,0.00144,0.0674,0.398,127.593,"1990s",282.133
"rock",0.439,0.864,0,-5.866,1,0.0437,0.283,2.01e-05,0.198,0.481,169.228,"1980s",213.36
"rock",0.576,0.859,2,-8.22,1,0.034,0.0126,8e-04,0.341,0.711,130.011,"1990s",218.173
"rock",0.613,0.898,2,-7.593,1,0.0368,0.429,1.29e-06,0.272,0.763,134.033,"1990s",279.16
"rock",0.721,0.85,9,-8.214,1,0.0331,0.19,0.00386,0.078,0.873,142.082,"1990s",274
"rock",0.71,0.741,2,-10.726,1,0.0746,0.141,0,0.0825,0.922,139.948,"1990s",235.227
"rock",0.521,0.927,6,-5.782,0,0.0505,0.00296,0.0683,0.357,0.697,167.378,"1980s",271.4
"rock",0.643,0.816,7,-8.535,1,0.0476,0.0357,7.28e-05,0.218,0.616,115.061,"1990s",276.067
"rock",0.586,0.855,11,-5.947,0,0.0327,0.304,0,0.129,0.448,124.917,"1980s",236.333
"r&b",0.68,0.706,0,-5.649,1,0.0581,0.0104,1.51e-05,0.586,0.703,101.03,"2010s",242.2
"latin",0.731,0.481,7,-9.95,1,0.101,0.286,0.0397,0.091,0.488,149.943,"2010s",203.267
"pop",0.242,0.591,7,-3.475,0,0.0505,0.0976,1.72e-05,0.122,0.321,198.732,"2010s",204.36
"latin",0.622,0.838,1,-6.363,1,0.0313,0.00807,0,0.167,0.164,123.083,"2010s",195.122
"pop",0.63,0.739,2,-4.266,1,0.0335,0.146,3.22e-05,0.116,0.761,128.028,"2010s",165.938
"r&b",0.841,0.693,3,-5.635,0,0.179,0.207,0,0.102,0.706,154.978,"2010s",179.84
"r&b",0.604,0.59,8,-7.469,1,0.0318,0.362,0,0.0959,0.359,90.994,"2010s",177.145
"r&b",0.531,0.452,0,-6.835,0,0.0251,0.447,2.24e-05,0.0896,0.49,82.158,"2010s",215.973
"rap",0.715,0.453,9,-9.738,1,0.339,0.791,0,0.0698,0.465,75.003,"2010s",254.399
"rock",0.689,0.849,10,-4.979,0,0.0377,0.217,1.16e-06,0.136,0.839,102.013,"2000s",233.72
"pop",0.561,0.631,11,-8.898,0,0.0713,0.145,0.000666,0.117,0.223,195.952,"2010s",193.469
"latin",0.837,0.587,1,-7.422,1,0.259,0.0376,0,0.132,0.505,114.568,"2010s",211.533
"latin",0.834,0.685,9,-8.175,1,0.161,0.0944,0.000306,0.237,0.922,82.055,"2000s",269.08
"latin",0.791,0.844,9,-5.221,1,0.0714,0.0474,0,0.0575,0.841,104.041,"2010s",239.881
"latin",0.724,0.84,0,-3.581,1,0.0392,0.053,0,0.727,0.835,92.01,"2010s",197.087
"latin",0.645,0.821,11,-3.679,1,0.213,0.0492,0,0.193,0.844,179.968,"2010s",250.837
"latin",0.784,0.855,0,-1.924,1,0.0584,0.121,0,0.0483,0.707,93.979,"2010s",234.307
"latin",0.722,0.852,8,-3.436,1,0.093,0.0276,0,0.1,0.775,179.962,"2010s",212.133
"pop",0.803,0.75,6,-4.193,0,0.0956,0.0653,1.88e-05,0.161,0.553,124.994,"2010s",201.12
"rock",0.501,0.555,7,-7.672,1,0.0308,0.296,2.96e-05,0.0859,0.436,126.207,"2000s",233.307
"latin",0.829,0.878,9,-5.951,1,0.101,0.0959,0,0.776,0.883,87.991,"2000s",239.307
"latin",0.823,0.679,2,-13.757,1,0.0512,0.258,6.64e-06,0.0574,0.919,127.052,"2000s",230.653
"latin",0.676,0.459,1,-9.503,1,0.202,0.773,3.13e-05,0.185,0.491,156.031,"2010s",172.827
"latin",0.859,0.505,7,-8.766,1,0.0397,0.798,0.0671,0.27,0.796,133.988,"2010s",193.627
"r&b",0.682,0.175,1,-8.688,1,0.0313,0.847,3.21e-05,0.101,0.223,112.661,"2010s",260.004
"edm",0.636,0.602,1,-5.546,1,0.0345,0.0176,0.000179,0.0818,0.291,122.021,"2010s",222.89
"r&b",0.331,0.235,10,-7.7,1,0.0299,0.918,0,0.137,0.218,171.232,"2010s",204.326
"latin",0.653,0.834,10,-4.576,1,0.0414,0.0151,0.000209,0.264,0.0754,119.944,"2010s",201.183
"latin",0.734,0.632,8,-5.789,1,0.0317,0.14,0,0.0619,0.562,102.052,"2010s",166.5
"edm",0.636,0.681,9,-5.676,0,0.0351,0.0621,0,0.138,0.63,119.945,"2010s",208.93
"pop",0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,"2010s",212.96
"edm",0.684,0.858,0,-4.001,0,0.132,0.00897,0,0.376,0.164,127.995,"2010s",260.667
"edm",0.623,0.998,5,-1.436,1,0.0364,0.0342,0.853,0.862,0.679,127.988,"2010s",269.907
"pop",0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,"2010s",206.413
"pop",0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,"2010s",223.413
"pop",0.544,0.88,1,-4.917,0,0.245,0.0634,0.0159,0.453,0.491,126.06,"2010s",193.297
"pop",0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,"2010s",229.184
"pop",0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,"2010s",212.64
"edm",0.673,0.859,11,-3.007,0,0.056,0.00426,0.015,0.128,0.111,127.978,"2010s",256.56
"rap",0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,"2010s",222.4
"edm",0.6,0.982,11,-3.921,1,0.0337,0.00349,0.48,0.124,0.212,127.994,"2010s",201.314
"edm",0.575,0.969,1,-6.741,0,0.0425,0.0105,0.683,0.118,0.0368,122.998,"2010s",244.146
"pop",0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,"2010s",234.507
"pop",0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,"2010s",219.16
"edm",0.698,0.867,2,-5.033,1,0.0404,0.0546,0.154,0.0744,0.468,125.976,"2010s",222.867
"pop",0.754,0.779,1,-3.288,0,0.0387,0.063,2.81e-05,0.0758,0.41,116.003,"2010s",184.172
"edm",0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,"2010s",281.267
"pop",0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,"2010s",214.847
"edm",0.741,0.784,0,-5.379,1,0.0699,0.0192,4.12e-05,0.852,0.551,123.998,"2010s",252.846
"pop",0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,"2010s",281.267
"pop",0.76,0.943,1,-2.703,1,0.0363,0.0698,0,0.525,0.686,127.976,"2010s",187.547
"pop",0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,"2010s",227.267
"edm",0.512,0.986,2,-3.04,0,0.0387,0.000678,0.00357,0.0463,0.167,127.997,"2010s",296.24
"edm",0.693,0.762,7,-4.137,0,0.127,0.0174,2.64e-05,0.3,0.159,128.061,"2010s",271.867
"edm",0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,"2010s",190.417
"pop",0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,"2010s",213.309
"pop",0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,"2010s",190.417
"pop",0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,"2010s",230.813
"pop",0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,"2010s",222.533
"rap",0.731,0.96,11,-4.453,0,0.0714,0.00389,0.0322,0.00936,0.61,140.014,"2010s",267.253
"edm",0.693,0.918,11,-6.403,1,0.0637,0.0259,0.19,0.514,0.153,128.008,"2010s",280.867
"pop",0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,"2010s",212.56
"pop",0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,"2010s",247.933
"pop",0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,"2010s",222.16
"edm",0.706,0.853,9,-4.796,0,0.0608,0.00216,0.00351,0.0857,0.205,128.017,"2010s",258.747
"edm",0.708,0.849,2,-4.833,1,0.0602,0.00212,0.00488,0.0533,0.228,128.02,"2010s",258.493
"pop",0.731,0.869,11,-2.634,0,0.0409,0.145,0.000185,0.116,0.789,127.971,"2010s",218.44
"pop",0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,"2010s",184.28
"edm",0.55,0.919,8,-3.431,1,0.0786,0.137,0.00123,0.0886,0.511,126.065,"2010s",184.373
"edm",0.596,0.952,7,-4.364,1,0.0873,0.00131,0,0.598,0.571,127.945,"2010s",234.36
"edm",0.738,0.776,1,-4.808,1,0.0392,0.0234,0.0018,0.0775,0.608,127.984,"2010s",215.52
"r&b",0.819,0.478,4,-6.978,0,0.168,0.549,0,0.109,0.535,92.07,"2000s",250.707
"edm",0.644,0.915,1,-3.907,1,0.0397,0.0336,0.0148,0.0647,0.529,124.953,"2010s",173.68
"pop",0.568,0.365,10,-8.463,0,0.0345,0.804,0,0.127,0.288,120.05,"2010s",228.168
"r&b",0.808,0.562,0,-6.311,1,0.184,0.104,0,0.129,0.601,90.026,"2010s",227.747
"r&b",0.612,0.802,8,-4.013,1,0.173,0.111,0,0.226,0.771,91.905,"2010s",240.353
"rap",0.74,0.841,6,-2.891,0,0.237,0.023,0,0.112,0.673,83.007,"2000s",248.627
"rap",0.791,0.666,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,"2000s",232.533
"rap",0.754,0.767,6,-5.587,1,0.186,0.0214,0,0.172,0.815,83.014,"2000s",204.707
"rock",0.353,0.33,2,-15.964,0,0.0407,0.586,0.959,0.15,0.29,130.989,"2000s",198.68
"pop",0.672,0.788,10,-8.393,0,0.0398,0.123,0.367,0.0829,0.357,121.99,"2010s",204.568
"edm",0.595,0.877,9,-7.414,0,0.0442,0.00646,0.0879,0.398,0.081,125.015,"2010s",194.233
"edm",0.802,0.971,2,-5.54,1,0.0524,3.73e-05,0.753,0.132,0.408,125,"2010s",187.2
"edm",0.603,0.865,9,-6.913,1,0.034,0.00991,0.0227,0.203,0.287,123.987,"2010s",189.498
"rock",0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,"1980s",260
"latin",0.444,0.266,11,-11.884,1,0.0447,0.684,0,0.112,0.564,150.026,"2000s",230.813
"latin",0.406,0.366,9,-6.222,0,0.0293,0.654,0,0.0961,0.231,132.619,"2010s",227.973
"latin",0.331,0.592,1,-6.127,1,0.0371,0.0824,0,0.109,0.312,170.436,"2010s",205.16
"latin",0.483,0.338,2,-9.28,1,0.0313,0.118,0,0.276,0.19,143.677,"2010s",195.711
"r&b",0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339,"2010s",178.467
"pop",0.721,0.805,9,-4.134,0,0.0927,0.05,0,0.153,0.653,118.058,"2010s",189.133
"pop",0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,"2010s",194.686
"pop",0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,"2010s",216.897
"latin",0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,"2010s",199.095
"pop",0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,"2010s",217.307
"pop",0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,"2010s",207.039
"pop",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,"2010s",170.746
"r&b",0.643,0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961,"2010s",227.088
"r&b",0.74,0.303,3,-8.612,1,0.117,0.835,0,0.0782,0.819,91.958,"2010s",213.933
"edm",0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,"2010s",219.742
"r&b",0.666,0.549,5,-5.781,0,0.0269,0.0281,0.000181,0.136,0.596,98.014,"2010s",200.626
"latin",0.873,0.648,11,-3.105,0,0.0345,0.719,1.5e-05,0.376,0.904,110.021,"2010s",173.312
"latin",0.766,0.721,6,-4.46,0,0.0738,0.0527,0,0.128,0.81,92.001,"2010s",201.227
"latin",0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013,"2010s",178.613
"latin",0.731,0.763,0,-3.6,1,0.0433,0.382,7.07e-06,0.0754,0.865,154.111,"2010s",164.191
"latin",0.798,0.775,4,-6.296,0,0.192,0.0824,0,0.223,0.855,90.294,"2010s",201.804
"latin",0.731,0.704,8,-6.226,0,0.214,0.0569,0,0.0619,0.783,95.961,"2010s",192.805
"pop",0.697,0.6,1,-9.439,0,0.0266,0.146,0.125,0.0965,0.498,99.979,"2010s",278.272
"latin",0.852,0.67,8,-6.534,1,0.039,0.305,0.026,0.0935,0.675,120.02,"2010s",212.5
"rap",0.566,0.834,7,-6.839,1,0.3,0.0604,0,0.283,0.361,84.033,"1990s",247.133
"rap",0.765,0.601,11,-9.326,0,0.203,0.0225,0,0.385,0.368,85.928,"1990s",241.133
"latin",0.818,0.651,1,-7.894,0,0.0605,0.491,0.000726,0.0318,0.254,103.989,"2010s",211.788
"latin",0.642,0.913,5,-5.249,0,0.0517,0.0291,0.00054,0.355,0.474,120.035,"2010s",192.092
"edm",0.663,0.8,5,-5.49,0,0.0472,0.639,5.04e-05,0.591,0.595,100.018,"2010s",181.201
"pop",0.714,0.454,9,-9.122,0,0.245,0.589,0,0.113,0.699,98.06,"2010s",191.2
"latin",0.698,0.757,0,-5.82,1,0.0447,0.0831,0,0.195,0.349,95.031,"2010s",168.681
"pop",0.711,0.714,7,-4.714,0,0.0374,0.183,0.0287,0.122,0.389,104.912,"2010s",188.849
"pop",0.683,0.598,2,-7.835,1,0.0323,0.21,0.000147,0.124,0.468,109.999,"2010s",169.5
"pop",0.605,0.565,8,-6.029,0,0.0499,0.798,0,0.0946,0.639,96.181,"2010s",186.953
"latin",0.602,0.719,3,-5.095,1,0.0769,0.383,0,0.121,0.503,95.873,"2010s",187.745
"latin",0.71,0.716,4,-4.958,1,0.0421,0.125,5e-06,0.0918,0.392,93.007,"2010s",194.214
"rap",0.848,0.672,10,-5.728,0,0.275,0.215,0,0.178,0.859,105.131,"2010s",169.682
"latin",0.673,0.831,7,-3.896,1,0.361,0.12,0,0.108,0.649,90.841,"2010s",269.033
"latin",0.682,0.824,1,-5.832,1,0.0329,0.00568,5.27e-06,0.0679,0.389,123.023,"2010s",194.573
"rap",0.94,0.662,7,-8.786,1,0.292,0.0954,0,0.376,0.657,101.403,"1990s",233.027
"latin",0.686,0.825,6,-6.602,0,0.195,0.0418,0,0.873,0.361,136.014,"2010s",261.429
"rock",0.434,0.758,9,-4.807,0,0.312,0.597,2.93e-06,0.248,0.473,178.589,"2010s",244.062
"r&b",0.567,0.61,2,-6.999,1,0.139,0.153,3.24e-06,0.0832,0.715,80.933,"2000s",200.973
"latin",0.783,0.705,1,-5.487,0,0.114,0.0507,4.54e-06,0.0682,0.775,142.554,"2010s",223.842
"pop",0.607,0.66,2,-7.898,1,0.0496,0.000817,1.14e-06,0.219,0.517,127.051,"2010s",195.493
"pop",0.693,0.438,6,-10.025,0,0.0355,0.15,0.000553,0.0981,0.16,117.987,"2010s",199.221
"rap",0.693,0.546,8,-5.656,1,0.126,0.0521,0,0.112,0.0398,135.989,"2010s",221.28
"rap",0.777,0.727,1,-6.107,1,0.283,0.357,0,0.0777,0.614,150.103,"2010s",192.2
"rap",0.815,0.695,11,-5.663,0,0.388,0.141,0,0.112,0.52,103.989,"2010s",239.88
"rap",0.612,0.704,0,-4.147,0,0.372,0.126,0,0.569,0.672,96.015,"2010s",192.147
"rap",0.722,0.884,10,-4.031,0,0.333,0.056,0,0.202,0.689,120.203,"2010s",173.253
"rap",0.737,0.73,2,-2.185,1,0.406,0.322,0,0.177,0.545,77.937,"2010s",212.508
